Title,description,authors,image,previewLink,publisher,publishedDate,infoLink,categories,ratingsCount
The Mark of the Christian,Christians have not always presented an inviting picture to the world. Too often we have failed to show the beauty of authentic Christian love. And the world has disregarded Christianity as a result. Francis A. Schaeffer challenges Christians to respond compassionately to a needy world and to show the mark of Christ in all their actions.,['Francis A. Schaeffer'],http://books.google.com/books/content?id=dqxjCgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=dqxjCgAAQBAJ&pg=PA1&dq=The+Mark+of+the+Christian&hl=&cd=1&source=gbs_api,InterVarsity Press,2013-04-23,https://play.google.com/store/books/details?id=dqxjCgAAQBAJ&source=gbs_api,['Religion'],4.0
"The Mark: Left Behind, Volume 8","His Excellency Global Community Potentate Nicolae Carpathia is back, this time as Satan. Resurrected and indwelt by the devil himself, the beast tightens his grip as ruler of the world. Terror comes to believers in Greece as they are among the first to face a GC loyalty mark application site. The gloves are off, as the forces of good and evil begin a battle for the very souls of men and women around the globe. A repackage of the eighth book in the New York Times best-selling Left Behind series.","['Tim LaHaye', 'Jerry B. Jenkins']",http://books.google.com/books/content?id=OXCCsSJlbTMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"http://books.google.com/books?id=OXCCsSJlbTMC&printsec=frontcover&dq=The+Mark:+Left+Behind,+Volume+8&hl=&cd=1&source=gbs_api","Tyndale House Publishers, Inc.",2011-03-16,https://play.google.com/store/books/details?id=OXCCsSJlbTMC&source=gbs_api,['Fiction'],53.0
The Mark: The Beast rules the world (Left Behind),"His Excellency Global Community Potentate Nicolae Carpathia is back, this time as Satan. Resurrected and indwelt by the devil himself, the beast tightens his grip as ruler of the world. Terror comes to believers in Greece as they are among the first to face a GC loyalty mark application site. The gloves are off, as the forces of good and evil begin a battle for the very souls of men and women around the globe. A repackage of the eighth book in the New York Times best-selling Left Behind series.","['Tim LaHaye', 'Jerry B. Jenkins']",http://books.google.com/books/content?id=OXCCsSJlbTMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=OXCCsSJlbTMC&printsec=frontcover&dq=The+Mark:+The+Beast+rules+the+world+(Left+Behind)&hl=&cd=1&source=gbs_api,"Tyndale House Publishers, Inc.",2011-03-16,https://play.google.com/store/books/details?id=OXCCsSJlbTMC&source=gbs_api,['Fiction'],53.0
The Marriage of Heaven and Hell (facsimile),This vivid facsimile of Blake's romantic and revolutionary publication offers a concise expression of his essential wisdom and philosophy. His distinctive hand-lettered text is accompanied by 27 color plates of his stirring illustrations.,['William Blake'],http://books.google.com/books/content?id=YUa8AQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=YUa8AQAAQBAJ&printsec=frontcover&dq=The+Marriage+of+Heaven+and+Hell+(facsimile)&hl=&cd=1&source=gbs_api,Courier Corporation,2012-04-20,https://play.google.com/store/books/details?id=YUa8AQAAQBAJ&source=gbs_api,['Art'],1.0
The Martian Chronicles,"The tranquility of Mars is disrupted by humans who want to conquer space, colonize the planet, and escape a doomed Earth.",['Ray Bradbury'],http://books.google.com/books/content?id=HzQXlPS48PQC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=HzQXlPS48PQC&printsec=frontcover&dq=The+Martian+Chronicles&hl=&cd=1&source=gbs_api,Simon and Schuster,2012-04-17,http://books.google.com/books?id=HzQXlPS48PQC&dq=The+Martian+Chronicles&hl=&source=gbs_api,['Fiction'],138.0
The Martian Chronicles (Time Reading Program),"The tranquility of Mars is disrupted by humans who want to conquer space, colonize the planet, and escape a doomed Earth.",['Ray Bradbury'],http://books.google.com/books/content?id=HzQXlPS48PQC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=HzQXlPS48PQC&printsec=frontcover&dq=The+Martian+Chronicles+(Time+Reading+Program)&hl=&cd=1&source=gbs_api,Simon and Schuster,2012-04-17,http://books.google.com/books?id=HzQXlPS48PQC&dq=The+Martian+Chronicles+(Time+Reading+Program)&hl=&source=gbs_api,['Fiction'],138.0
The Martian Way,"The deep. Roi's mission was vital to the very survival of his alien species. But to succeed, he must face an ordeal his race considered obscene--mothering ...",['Isaac Asimov'],http://books.google.com/books/content?id=oEMGHvHByLUC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=oEMGHvHByLUC&q=The+Martian+Way&dq=The+Martian+Way&hl=&cd=1&source=gbs_api,Ballantine Books,1985,http://books.google.nl/books?id=oEMGHvHByLUC&dq=The+Martian+Way&hl=&source=gbs_api,['Fiction'],7.0
The Mask of Sanity: An Attempt to Clarify Some Issues about the So-called Psychopathic Personality,"Originally published in 1941 under the title Mask of Sanity: An Attempt to Clarify Some Issues About the So-Called Psychopathic Personality, this influential book became a landmark in psychiatric case studies and was repeatedly revised, expanded and reprinted in subsequent editions—here we present the 3rd edition published in 1955. The Mask of Sanity is distinguished by its central thesis that the psychopath exhibits normal function according to standard psychiatric criteria, yet privately engages in destructive behavior. The book was intended to assist with detection and diagnosis of the elusive psychopath for purposes of palliation and offered no cure for the condition itself. The idea of a master deceiver secretly possessed of no moral or ethical restraints, yet behaving in public with excellent function, electrified American society and led to heightened interest in both psychological introspection and the detection of hidden psychopaths in society at large, leading to a refinement of the word itself into what was perceived to be a less stigmatizing term, “sociopath”.",['Dr. Hervey M. Cleckley'],http://books.google.com/books/content?id=00aQCwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=00aQCwAAQBAJ&printsec=frontcover&dq=The+Mask+of+Sanity:+An+Attempt+to+Clarify+Some+Issues+about+the+So-called+Psychopathic+Personality&hl=&cd=1&source=gbs_api,Pickle Partners Publishing,2016-01-27,https://play.google.com/store/books/details?id=00aQCwAAQBAJ&source=gbs_api,['Psychology'],2.0
The Masks of Auntie Laveau: A Gil and Claire Hunt Mystery (Gil and Claire Hunt Mysteries),"Husband-and-wife sleuthing team Gil and Claire Hunt head for New Orleans, where they encounter a mysterious woman called ""Auntie Laveau"" and become embroiled in a dangerous case of kidnapping, voodoo, and murder.","['Robert J. Randisi', 'Christine Matthews']",http://books.google.com/books/content?id=ST7zuGSUsx8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=ST7zuGSUsx8C&pg=PP6&dq=The+Masks+of+Auntie+Laveau:+A+Gil+and+Claire+Hunt+Mystery+(Gil+and+Claire+Hunt+Mysteries)&hl=&cd=1&source=gbs_api,Macmillan,2002-01-14,http://books.google.com/books?id=ST7zuGSUsx8C&dq=The+Masks+of+Auntie+Laveau:+A+Gil+and+Claire+Hunt+Mystery+(Gil+and+Claire+Hunt+Mysteries)&hl=&source=gbs_api,['Fiction'],
THE MASKS OF GOD CREATIVE MYTHOLOGY,"This volume explores the whole inner story of modern culture since the Dark Ages, treating modern man's unique position as the creator of his own mythology.",['Joseph Campbell'],http://books.google.com/books/content?id=XEUTF9fxYSQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=XEUTF9fxYSQC&q=THE+MASKS+OF+GOD+CREATIVE+MYTHOLOGY&dq=THE+MASKS+OF+GOD+CREATIVE+MYTHOLOGY&hl=&cd=1&source=gbs_api,Penguin Books,1991-11-01,http://books.google.com/books?id=XEUTF9fxYSQC&dq=THE+MASKS+OF+GOD+CREATIVE+MYTHOLOGY&hl=&source=gbs_api,['Social Science'],
"The Masks of God, Vol. 3: Occidental Mythology",V.1. Primitive mythology. v.2. Oriental mythology. v.3. Occidental mythology. v .4. Creative mythology.,['Joseph Campbell'],http://books.google.com/books/content?id=p4ykiOXbZ2IC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"http://books.google.nl/books?id=p4ykiOXbZ2IC&q=The+Masks+of+God,+Vol.+3:+Occidental+Mythology&dq=The+Masks+of+God,+Vol.+3:+Occidental+Mythology&hl=&cd=1&source=gbs_api",Penguin Books,1991,"http://books.google.nl/books?id=p4ykiOXbZ2IC&dq=The+Masks+of+God,+Vol.+3:+Occidental+Mythology&hl=&source=gbs_api",['Social Science'],2.0
The Masks of God: Oriental Mythology,"Explore the power of myth as it flowered in Asia In this second volume of The Masks of God — Joseph Campbell's major work of comparative mythology — the pre-emimenent mythologist looks at Asian mythology as it developed over the course of five thousand years into the distinctive religions of Egypt, Mesopotamia, India, China, and Japan. The Masks of God is a four-volume study of world religion and myth that stands as one of Joseph Campbell's masterworks. On completing it, he wrote: Its main result for me has been the confirmation of a thought I have long and faithfully entertained: of the unity of the race of man, not only in its biology, but also in its spiritual history, which has everywhere unfolded in the manner of a single symphony, with its themes announced, developed, amplified and turned about, distorted, reasserted, and today, in a grand fortissimo of all sections sounding together, irrestibly advancing to some kind of mighty climax, out of which the next great movement will emerge. This new digital edition, part of the Collected Works of Joseph Campbell series, includes over forty new illustrations. (Comparative Mythology: Ancient Egypt, Hinduism, Buddhism, Jainism)",['Joseph Campbell'],http://books.google.com/books/content?id=h6gSEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=h6gSEAAAQBAJ&printsec=frontcover&dq=The+Masks+of+God:+Oriental+Mythology&hl=&cd=1&source=gbs_api,Joseph Campbell Foundation,2018-08-08,https://play.google.com/store/books/details?id=h6gSEAAAQBAJ&source=gbs_api,['Social Science'],
The Masqueraders,"""A treasure beyond price. The Masqueraders is a wicked delight, worth more than its weight in gold."" —Anne Stuart Such a daring escape… Their infamous adventurer father has taught Prudence Tremaine and her brother Robin to be masters of disguise. Ending up on the wrong side of the Jacobite rebellion, brother and sister flee to London, Prudence pretending to be a dashing young buck, and Robin a lovely young lady. Could cost them both their hearts… Then Prudence meets the elegant Sir Anthony Fanshawe, and Robin becomes the mysterious hero of the charming Letitia Grayson, and in order to have what they truly want, the two masqueraders must find a way to unmask themselves without losing their lives… ""What with elopements, rescues, duels, and cards, the story goes excitingly; and finally the magnificent but dubious father proves himself a Viscount. It is a picturesque and engaging story."" —THE SPECTATOR PRAISE FOR GEORGETTE HEYER: ""Our Georgette Heyer display of the Sourcebooks reprints has been a huge success, not only to those early fans like myself, but to many new readers who appreciate her style and wit."" Nancy Olson, Quail Ridge Books, Raleigh, NC ""Reading Georgette Heyer is the next best thing to reading Jane Austen."" Publishers Weekly ""Wonderful characters, elegant, witty writing, perfect period detail, and rapturously romantic. Georgette Heyer achieves what the rest of us only aspire to."" Katie Fforde WHAT READERS SAY: ""Heyer manages to make us believe in this entertaining masquerade of the siblings posing each as a member of the opposite sex. Very true to the period indeed. Strongly recommended."" ""Such a great book-the ultimate romantic, swashbuckling, identity-swapping fantasy."" ""A must-read for Heyer fans."" ""Anyone who loves Shakespeare's Viola (and who thinks Shakespeare didn't give her enough to do in Twelfth Night) will enjoy Georgette Heyer's heroine Prudence."" ""I wore the cover out on this one almost forty years ago. Believe me, Ms Heyer stands the test of time!""",['Georgette Heyer'],http://books.google.com/books/content?id=rdfSCgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=rdfSCgAAQBAJ&printsec=frontcover&dq=The+Masqueraders&hl=&cd=1&source=gbs_api,"Sourcebooks, Inc.",2009-12-01,http://books.google.com/books?id=rdfSCgAAQBAJ&dq=The+Masqueraders&hl=&source=gbs_api,['Fiction'],26.0
The Master & Margarita,"A need colder than Siberian winter meets an attitude hotter than the Florida sun in No.1 New York Times bestselling author Kresley Cole's sultry new GAME MAKER novel. Everyone fears the Master... Rich, irresistible politician/Mafiya boss Maksimilian Sevastyan prefers tall, obedient blondes to fulfill his...complicated desires. That is, until the icy Russian encounters a disobedient brunette whose exquisite little body threatens his legendary restraint. Except her. Catarina Marín was a well-off young wife until her world fell apart. Now she's hiding out, forced to start working as an escort in Miami. Her very first client is beyond gorgeous, but when he tells her what he plans to do to her, Cat almost walks out of the door. If pleasure is a game, play to win. After their mind-blowing encounter burns out of control, the lovers crave more. If they escape the deadly threats surrounding them, can Maksim overcome his past - to offer Cat his future? Only then will she tempt him with what he really wants: her, all tied up with a bow.",['Kresley Cole'],http://books.google.com/books/content?id=OAgZBAAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=OAgZBAAAQBAJ&dq=The+Master&hl=&cd=1&source=gbs_api,Simon and Schuster,2015-02-17,http://books.google.com/books?id=OAgZBAAAQBAJ&dq=The+Master&hl=&source=gbs_api,['Fiction'],7.0
The Master Butchers Singing Club,"From National Book Award-winning, New York Times-bestselling author Louise Erdrich, a profound and enchanting new novel: a richly imagined world “where butchers sing like angels.” Having survived World War I, Fidelis Waldvogel returns to his quiet German village and marries the pregnant widow of his best friend, killed in action. With a suitcase full of sausages and a master butcher's precious knife set, Fidelis sets out for America. In Argus, North Dakota, he builds a business, a home for his family—which includes Eva and four sons—and a singing club consisting of the best voices in town. When the Old World meets the New—in the person of Delphine Watzka—the great adventure of Fidelis's life begins. Delphine meets Eva and is enchanted. She meets Fidelis, and the ground trembles. These momentous encounters will determine the course of Delphine's life, and the trajectory of this brilliant novel.",['Louise Erdrich'],http://books.google.com/books/content?id=7Eg-s57BJE8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=7Eg-s57BJE8C&printsec=frontcover&dq=The+Master+Butchers+Singing+Club&hl=&cd=1&source=gbs_api,Harper Collins,2009-03-17,https://play.google.com/store/books/details?id=7Eg-s57BJE8C&source=gbs_api,['Fiction'],39.0
The Master Executioner,"NYT Bestselling author Harlen Coben says of Loren Estleman, ""Loren Estleman is my hero,"" and Bestselling author John Lescroart calls him ""The Stravinsky of hard-boiled prose..."" Winner of multiple Spur, Western Heritage, and Stirrup awards, and a lifetime achievement award honoree by the Western Writers of America, Estleman is back with ""The Master Executioner,"" a classic novel of the old west. Ordinary people do not understand Oscar Stone. Everything he does, he does impeccably. He is a profound student of his art, completely versed in its traditions over the centuries. He is a student of ropes and their properties, a master of the latest scientific knowledge about the human neck, a careful calculator of weights and drops, and an exacting observer of results. For more than a quarter of a century he has worked to create a reputation as a man peerless in his craft: the master executioner. Yet he is utterly alone: His devotion to his work costs him his marriage. Suddenly, one day, a piece of his past catches him unawares, and Oscar comes to a moment of devastating truth and for the first time knows himself.",['Loren D. Estleman'],http://books.google.com/books/content?id=q7XtCQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=q7XtCQAAQBAJ&printsec=frontcover&dq=The+Master+Executioner&hl=&cd=1&source=gbs_api,Crossroad Press,2002-09-16,https://play.google.com/store/books/details?id=q7XtCQAAQBAJ&source=gbs_api,['Fiction'],2.0
The Master Guide for Wildlife Photographers,"""Detailing the knowledge required to obtain professional-quality wildlife photographs, this book outlines techniques usually reserved for hunters to get close to animals to produce intimate portraits of wildlife. Photographers learn the keys to success, metering for perfect exposures, and how to compose the perfect picture. The basic elements of wildlife photography are covered, including photographic equipment and information on the various species and their habits. Many wildlife photographs are critiqued, providing budding wildlife photographers with suggestions for improving their own images.""","['Bill Silliker, Jr.']",http://books.google.com/books/content?id=NZnzwAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=NZnzwAEACAAJ&dq=The+Master+Guide+for+Wildlife+Photographers&hl=&cd=1&source=gbs_api,"Amherst Media, Inc",2003-11,http://books.google.com/books?id=NZnzwAEACAAJ&dq=The+Master+Guide+for+Wildlife+Photographers&hl=&source=gbs_api,['Photography'],
The Master Mind of Mars (Martian Series #6),"Former Earthman Ulysses Paxton served Barsoom's greatest scientist, until his master's ghoulish trade in living bodies drove him to rebellion. Then, to save the body of the woman he loved, he had to attack mighty Phundahl, and its evil, beautiful ruler.",['Edgar Rice Burroughs'],,http://books.google.com/books?id=HXklKQAACAAJ&dq=The+Master+Mind+of+Mars+(Martian+Series&hl=&cd=1&source=gbs_api,Ballantine Books,1985-12-12,http://books.google.com/books?id=HXklKQAACAAJ&dq=The+Master+Mind+of+Mars+(Martian+Series&hl=&source=gbs_api,['Fiction'],5.0
The Master Plan of Evangelism,"""Few books have had as great an impact on the cause of world evangelization in our generation as Robert Coleman's ""The Master Plan of Evangelism.""""--Billy Graham It all started when Jesus called a few men to follow him and share God's message with their neighbors. We are called to do the same. But evangelism can be difficult--even intimidating. With all the evangelism resources available, where should you turn to find advice on how to share the Good News with others? Robert E. Coleman says the answers aren't found in TV evangelism, easy-evangelism guidebooks, or the latest marketing techniques. Rather, he looks to the Bible, to the ultimate example found in Jesus Christ. For more than forty years this classic, biblical look at evangelism has challenged and instructed over three million readers. Now repackaged for a new generation, ""The Master Plan of Evangelism"" is as fresh and relevant as ever. Join the movement and discover how you can minister to the people God brings into your life.",['Robert Coleman'],http://books.google.com/books/content?id=8eiW4kDMCWgC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=8eiW4kDMCWgC&printsec=frontcover&dq=The+Master+Plan+of+Evangelism&hl=&cd=1&source=gbs_api,Baker Books,2006-04,http://books.google.nl/books?id=8eiW4kDMCWgC&dq=The+Master+Plan+of+Evangelism&hl=&source=gbs_api,['Religion'],16.0
The master-key to riches,"This easy-to-read guide is based on the principles behind the success of Carnegie, Ford, Edison, and other 20th-century tycoons. It offers tips for career advancement, increased wealth, and personal fulfillment.",['Napoleon Hill'],http://books.google.com/books/content?id=6YVRBlJBs5IC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=6YVRBlJBs5IC&printsec=frontcover&dq=The+master-key+to+riches&hl=&cd=1&source=gbs_api,Courier Corporation,2012-03-06,https://play.google.com/store/books/details?id=6YVRBlJBs5IC&source=gbs_api,['Self-Help'],
The Mathematics of Oz: Mental Gymnastics from Beyond the Edge,"Filled with an abundance of complex mysteries, sequences, series, puzzles, mazes, and problems, a perplexing journey through the realm of math, mind, and meaning with the author, Dorothy, and Dr. Oz introduces readers to numbers and their role in creativity, computers, games, and practical research. (Science & Mathematics)",['Clifford A. Pickover'],http://books.google.com/books/content?id=4qA2qZhVb9AC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=4qA2qZhVb9AC&printsec=frontcover&dq=The+Mathematics+of+Oz:+Mental+Gymnastics+from+Beyond+the+Edge&hl=&cd=1&source=gbs_api,Cambridge University Press,2002-09-02,http://books.google.com/books?id=4qA2qZhVb9AC&dq=The+Mathematics+of+Oz:+Mental+Gymnastics+from+Beyond+the+Edge&hl=&source=gbs_api,['Games & Activities'],1.0
The Mating Season,"The resourceful butler, Jeeves, devises a scheme to enable his master, Bertie Wooster, to escape from complicated romantic entanglements",['Pelham Grenville Wodehouse'],http://books.google.com/books/content?id=W7nPAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=W7nPAAAAMAAJ&q=The+Mating+Season&dq=The+Mating+Season&hl=&cd=1&source=gbs_api,HarperCollins,1949,http://books.google.com/books?id=W7nPAAAAMAAJ&dq=The+Mating+Season&hl=&source=gbs_api,['Fiction'],13.0
The Mauve Decade,Of the first edition ... one hundred and sixty five large paper copies have been printed as follows: fifteen on Borzoi rag paper signed by the author and numbered from A to O; one hundred and fifty copies on Borzoi rag paper signed by the author and numbered from 1 to 150 ...,['Thomas Beer'],http://books.google.com/books/content?id=eFZaAAAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=eFZaAAAAMAAJ&printsec=frontcover&dq=The+Mauve+Decade&hl=&cd=1&source=gbs_api,,1926,https://play.google.com/store/books/details?id=eFZaAAAAMAAJ&source=gbs_api,['American literature'],
The mauve decade: American life at the end of the nineteenth century,Of the first edition ... one hundred and sixty five large paper copies have been printed as follows: fifteen on Borzoi rag paper signed by the author and numbered from A to O; one hundred and fifty copies on Borzoi rag paper signed by the author and numbered from 1 to 150 ...,['Thomas Beer'],http://books.google.com/books/content?id=eFZaAAAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=eFZaAAAAMAAJ&printsec=frontcover&dq=The+mauve+decade:+American+life+at+the+end+of+the+nineteenth+century&hl=&cd=1&source=gbs_api,,1926,https://play.google.com/store/books/details?id=eFZaAAAAMAAJ&source=gbs_api,['American literature'],
"The Mayan Mission - Another Mission. Another Country. Another Action-Packed Adventure: 1,000 Need-to-know SAT Vocabulary Words)","Will Alexa and Jose solve the Mayan mystery? Will you conquer the SAT? With 1,000 SAT vocabulary words, this book holds the answers! In this suspenseful sequel to The Marino Mission, teens Alexa and Jose reunite at the ruins of an ancient Mayan temple where they unearth intriguing clues about this ancient civilization. When they uncover a sinister scheme to sell priceless Mayan artifacts to the highest bidder, Alexa and Jose get caught up in the throes of a fast-paced jungle adventure that draws them into a heart-wrenching predicament. Your predicament: You want to get a high score on the SAT. You'll uncover the secret in The Mayan Mission. It includes 1,000 SAT vocabulary words, including some tough, need-to-know words from The Marino Mission that are repeated. Together, the two action-packed adventures give you a strategy to master a total of 1,600 challenging words--painlessly, without memorizing mind-numbing lists. As the plot thickens, the vocabulary words become more challenging and your knowledge grows. Words are defined at the bottom of the page, so you don't have to flip back and forth. Creative exercises at the end of the novel reinforce the meaning and proper use of the words. If your mission is to prepare for the SAT, this is a great strategy!",['Karen B Chapman'],http://books.google.com/books/content?id=RToGthpp4xMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"http://books.google.com/books?id=RToGthpp4xMC&printsec=frontcover&dq=The+Mayan+Mission+-+Another+Mission.+Another+Country.+Another+Action-Packed+Adventure:+1,000+Need-to-know+SAT+Vocabulary+Words)&hl=&cd=1&source=gbs_api",Houghton Mifflin Harcourt,2007-08-08,"http://books.google.com/books?id=RToGthpp4xMC&dq=The+Mayan+Mission+-+Another+Mission.+Another+Country.+Another+Action-Packed+Adventure:+1,000+Need-to-know+SAT+Vocabulary+Words)&hl=&source=gbs_api",['Study Aids'],
The Mayor of Casterbridge (Signet Classical Books),"One of Hardy’s most powerful novels, The Mayor of Casterbridge opens with a shocking and haunting scene: In a drunken rage, Michael Henchard sells his wife and daughter to a visiting sailor at a local fair. When they return to Casterbridge some nineteen years later, Henchard—having gained power and success as the mayor—finds he cannot erase the past or the guilt that consumes him. The Mayor of Casterbridge is a rich, psychological novel about a man whose own flaws combine with fate to cause his ruin. This Modern Library Paperback Classic reprints the authoritative 1912 Wessex edition, as well as Hardy’s map of Wessex.",['Thomas Hardy'],http://books.google.com/books/content?id=OQWqT2Lfg-MC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=OQWqT2Lfg-MC&pg=PR4&dq=The+Mayor+of+Casterbridge+(Signet+Classical+Books)&hl=&cd=1&source=gbs_api,Penguin,2008-04-01,https://play.google.com/store/books/details?id=OQWqT2Lfg-MC&source=gbs_api,['Fiction'],1.0
The Mayor of MacDougal Street: A Memoir,Presents a memoir by the well-known singer and songwriter which discusses his life among the folk musicians who lived and performed in the Greenwich Village of the 1950s and 1960s.,"['Dave Van Ronk', 'Elijah Wald']",http://books.google.com/books/content?id=KF7_AgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=KF7_AgAAQBAJ&printsec=frontcover&dq=The+Mayor+of+MacDougal+Street:+A+Memoir&hl=&cd=1&source=gbs_api,Da Capo Press,2013,http://books.google.com/books?id=KF7_AgAAQBAJ&dq=The+Mayor+of+MacDougal+Street:+A+Memoir&hl=&source=gbs_api,['Biography & Autobiography'],2.0
"The Mazaroff murder,",,['Joseph Smith Fletcher'],,"http://books.google.com/books?id=pbP5mAEACAAJ&dq=The+Mazaroff+murder,&hl=&cd=1&source=gbs_api",,1923,"http://books.google.com/books?id=pbP5mAEACAAJ&dq=The+Mazaroff+murder,&hl=&source=gbs_api",,
The meaning of anxiety,"In this revised edition of his classic work—the first modern book on anxiety following Freud and Kierkegaard—psychologist Rollo May brings order and lucidity to the subject of anxiety. Rollo May challenges the idea that ""mental health is living without anxiety,"" believing it is essential to being human. He explores how it can relieve boredom, sharpen sensibilities, and produce the tension necessary to preserve human existence. May sees a link extending from anxiety to intelligence, creativity, and originality, and guides the reader away from destructive ways to positive ways of dealing with anxiety. He convincingly proposes that anxiety can impel personal change, as it is only by confronting and coping with it that self-realization can occur.",['Rollo May'],http://books.google.com/books/content?id=bOtyCQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=bOtyCQAAQBAJ&printsec=frontcover&dq=The+meaning+of+anxiety&hl=&cd=1&source=gbs_api,W. W. Norton & Company,2015-05-04,https://play.google.com/store/books/details?id=bOtyCQAAQBAJ&source=gbs_api,['Psychology'],
The meaning of faith,"""The Meaning of Faith"" by Harry Emerson Fosdick. Published by Good Press. Good Press publishes a wide range of titles that encompasses every genre. From well-known classics & literary fiction and non-fiction to forgotten−or yet undiscovered gems−of world literature, we issue the books that need to be read. Each Good Press edition has been meticulously edited and formatted to boost readability for all e-readers and devices. Our goal is to produce eBooks that are user-friendly and accessible to everyone in a high-quality digital format.",['Harry Emerson Fosdick'],http://books.google.com/books/content?id=iwvDDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=iwvDDwAAQBAJ&printsec=frontcover&dq=The+meaning+of+faith&hl=&cd=1&source=gbs_api,Good Press,2019-12-03,https://play.google.com/store/books/details?id=iwvDDwAAQBAJ&source=gbs_api,['Fiction'],
"The meaning of icons,","The classic work on the techniques, language and interpretation of icons in the context of theology and faith. Commentary and analysis of the main types of icons. Lavishly illustrated, with 160 pages of text with drawings, 13 b/w and 51 color plates.","['Léonide Ouspensky', 'Vladimir Lossky']",http://books.google.com/books/content?id=iqncPadAx40C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"http://books.google.com/books?id=iqncPadAx40C&printsec=frontcover&dq=The+meaning+of+icons,&hl=&cd=1&source=gbs_api",St Vladimir's Seminary Press,1982,"http://books.google.com/books?id=iqncPadAx40C&dq=The+meaning+of+icons,&hl=&source=gbs_api",['Religion'],1.0
The Means of Escape: Stories (.),"A collection of stories skips across the globe from England to New Zealand between the seventeenth century and the modern day, exploring the shifting fortunes of class and wealth.",['Penelope Fitzgerald'],http://books.google.com/books/content?id=PI9-LUIolIAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=PI9-LUIolIAC&printsec=frontcover&dq=The+Means+of+Escape:+Stories+(.)&hl=&cd=1&source=gbs_api,Houghton Mifflin Harcourt,2001,http://books.google.com/books?id=PI9-LUIolIAC&dq=The+Means+of+Escape:+Stories+(.)&hl=&source=gbs_api,['Fiction'],2.0
The Measure of a Heart (Women of the West #6),"Despite her feelings of inadequacy, Anna Trent discovers she is truly ""a woman of worth.'' A Woman of the West book.",['Janette Oke'],http://books.google.com/books/content?id=aqrRO8x5cIcC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=aqrRO8x5cIcC&printsec=frontcover&dq=The+Measure+of+a+Heart+(Women+of+the+West&hl=&cd=1&source=gbs_api,Baker Books,2007-11-01,https://play.google.com/store/books/details?id=aqrRO8x5cIcC&source=gbs_api,['Fiction'],4.0
